line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
01.086.02.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.086,01.086.02,c,M,śr̥ṇutá,2,verse final,2.PL.PRS.IMP.ACT,márutaḥ śr̥ṇutā́+ hávam,márutaḥ śr̥ṇutā́ hávam,SSL SSL SL,Gāyatrī,n,,86,The Maruts,"Hymns of Gotama, the Son of Rahugana"
01.089.04.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.089,01.089.04,d,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,tát aśvinā= śr̥ṇutam dhiṣṇyā yuvám,tád aśvinā śr̥ṇutaṁ dhiṣṇiyā yuvám,S LSL SSL LSL SL,,n,,89,All the Gods,"Hymns of Gotama, the Son of Rahugana"
01.089.08.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.089,01.089.08,a,M,śr̥ṇuyāma,3,verse final,1.PL.PRS.OPT.ACT,bhadrám kárṇebhiḥ= śr̥ṇuyāma devāḥ,bhadráṁ kárṇebhiḥ śr̥ṇuyāma devā,LL LLL SSLS LL,Triṣṭubh,n,,89,All the Gods,"Hymns of Gotama, the Son of Rahugana"
01.093.01.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.093,01.093.01,b,DE2,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám vr̥ṣaṇā hávam,śr̥ṇutáṁ vr̥ṣaṇā hávam,SSL SSL SL,Aṇuṣṭubh,p,['Wuest (w)'],93,Agni and Soma,"Hymns of Gotama, the Son of Rahugana"
01.104.09.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.104,01.104.09,d,M,śr̥ṇuhi,4,verse final,2.SG.PRS.IMP.ACT,pitā́ iva naḥ= śr̥ṇuhi hūyámānaḥ,pitéva naḥ śr̥ṇuhi hūyámānaḥ,SLS L SSS LSLL,Triṣṭubh,A,"['Oldenberg (O)', 'Wuest (W)']",104,Indra,"Hymns of Kutsa, the Angiras"
01.118.03.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.118,01.118.03,b,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,dásrau imám= śr̥ṇutam ślókam ádreḥ,dásrāv imáṁ śr̥ṇutaṁ ślókam ádreḥ,LL SL SSL LS LL,Triṣṭubh,N,,118,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij"
01.131.07.e,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.131,01.131.07,e,M,śr̥ṇuṣvá,1,verse final,2.SG.PRS.IMP.MED,śr̥ṇuṣvá suśrávastamaḥ,śr̥ṇuṣvá suśrávastamaḥ,SLS LSLSL,,s,,131,Indra,"Hymns of Parucchepa, Son of Divodasa"
01.139.07.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.139,01.139.07,a,M,śr̥ṇuhi,6,intermediate,2.SG.PRS.IMP.ACT,ā́ u+_ sū́-_+ naḥ agne-_= śr̥ṇuhi} tvám īḷitáḥ,ó ṣū́ ṇo agne śr̥ṇuhi tvám īḷitó,L L L LL SSL S LSL,,N,"['Oldenberg (o)', 'Wuest (w)']",139,All the Gods,"Hymns of Parucchepa, Son of Divodasa"
01.181.07.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.181,01.181.07,d,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,yā́man áyāman= śr̥ṇutam} hávam me-_,yā́mann áyāmañ chr̥ṇutaṁ hávam me,LL SLL SSL SL L,Triṣṭubh,A,,181,Asvins,Hymns of Agastya
02.041.13.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,02,02.041,02.041.13,b,MR,śr̥ṇutá,1,intermediate,2.PL.PRS.IMP.ACT,śr̥ṇutā́+ me-_ imám hávam,śr̥ṇutā́ ma imáṁ hávam,SSL S SL SL,Gāyatrī,N,,232,Diverse Gods,Hymns to Various Gods
03.058.03.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,03,03.058,03.058.03,b,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,dásrau imám= śr̥ṇutam ślókam ádreḥ,dásrāv imáṁ śr̥ṇutaṁ ślókam ádreḥ,LL SL SSL LS LL,Triṣṭubh,N,,292,Asvins,Hymns to Various Gods
03.062.02.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,03,03.062,03.062.02,d,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,divā́ pr̥thivyā́= śr̥ṇutam} hávam me-_,divā́ pr̥thivyā́ śr̥ṇutaṁ hávam me,SL SLL SSL SL L,Triṣṭubh,N,,296,Diverse Gods,Hymns to Various Gods
04.009.07.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,04,04.009,04.009.07,c,M,śr̥ṇudhi,2,verse final,2.SG.PRS.IMP.ACT,asmā́kam śr̥ṇudhī?_+ hávam,asmā́kaṁ śr̥ṇudhī hávam,LLL SSL SL,Gāyatrī,S,,305,Agni,Hymns to Agni
04.022.10.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,04,04.022,04.022.10,a,M,śr̥ṇuhi,4,intermediate,2.SG.PRS.IMP.ACT,asmā́kam ít sú= śr̥ṇuhi} tvám indra,asmā́kam ít sú śr̥ṇuhi tvám indra,LLS L S SSL S LS,Triṣṭubh,S,,318,Indra,Hymns to Indra
06.052.07.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,06,06.052,06.052.07,b,MR,śr̥ṇutá,1,intermediate,2.PL.PRS.IMP.ACT,śr̥ṇutā́+ me-_ imám hávam,śr̥ṇutā́ ma imáṁ hávam,SSL S SL SL,Gāyatrī,C,,493,All the Gods,Hymns to All the Gods
06.052.13.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,06,06.052,06.052.13,a,M,śr̥ṇutá,3,intermediate,2.PL.PRS.IMP.ACT,víśve?_ devāḥ= śr̥ṇutá imám} hávam me-_,víśve devāḥ śr̥ṇutémáṁ hávam me,LL LL SSLL SL L,Triṣṭubh,A,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",493,All the Gods,Hymns to All the Gods
06.060.15.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,06,06.060,06.060.15,a,M,śr̥ṇutám,2,verse final,2.DU.PRS.IMP.ACT,índrāgnī+_ śr̥ṇutám hávam,índrāgnī śr̥ṇutáṁ hávaṁ,LLL SSL SL,Aṇuṣṭubh,A,"['Grassmann (G)', 'Oldenberg (o)', 'Wuest (w)']",501,Indra and Agni,Hymns to Various Gods
06.069.04.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,06,06.069,06.069.04,d,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,úpa bráhmāṇi= śr̥ṇutam} gíraḥ me-_,úpa bráhmāṇi śr̥ṇutaṁ gíro me,SL LLS SSL SL L,Triṣṭubh,C,,510,Indra and Vishnu,Hymns to Various Gods
06.069.07.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,06,06.069,06.069.07,d,M,śr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,úpa bráhmāṇi= śr̥ṇutam} hávam me-_,úpa bráhmāṇi śr̥ṇutaṁ hávam me,SL LLS SSL SL L,Triṣṭubh,C,,510,Indra and Vishnu,Hymns to Various Gods
07.028.01.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.028,07.028.01,d,M,śr̥ṇuhi,3,verse final,2.SG.PRS.IMP.ACT,asmā́kam ít= śr̥ṇuhi viśvaminva,asmā́kam íc chr̥ṇuhi viśvaminva,LLS L SSS LSLS,Triṣṭubh,S,,544,Indra,Hymns to Indra
07.067.10.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.067,07.067.10,a,M,śr̥ṇutam,5,verse final,2.DU.PRS.IMP.ACT,nū́-_+ me-_ hávam= ā́ śr̥ṇutam} yuvānā,nū́ me hávam ā́ śr̥ṇutaṁ yuvānā,L L SS L SSL SLL,Triṣṭubh,S,,583,Asvins,Hymns to the Asvins
07.069.08.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.069,07.069.08,a,MR,śr̥ṇutam,5,verse final,2.DU.PRS.IMP.ACT,nū́-_+ me-_ hávam= ā́ śr̥ṇutam} yuvānā,nū́ me hávam ā́ śr̥ṇutaṁ yuvānā,L L SS L SSL SLL,Triṣṭubh,S,,585,Asvins,Hymns to the Asvins
07.082.08.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.082,07.082.08,b,M,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám hávam= yádi me-_} jújoṣathaḥ,śr̥ṇutáṁ hávaṁ yádi me jújoṣathaḥ,SSL SL SS L SLSL,Jagatī,C,,598,Indra and Varuna,Hymns to Indra and Varuna
07.083.04.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.083,07.083.04,c,M,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,bráhmāṇi eṣām= śr̥ṇutam} hávīmani,bráhmāṇi eṣāṁ śr̥ṇutaṁ hávīmani,LLS LL SSL SLSS,Jagatī,C,,599,Indra and Varuna,Hymns to Indra and Varuna
07.094.02.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,07,07.094,07.094.02,a,MO,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám jaritúḥ hávam,śr̥ṇutáṁ jaritúr hávam,SSL SSL SL,Gāyatrī,S,,610,Indra and Agni,Hymns to Divine Pairs
08.003.18.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.003,08.003.18,d,M,śr̥ṇudhi,3,verse final,2.SG.PRS.IMP.ACT,venáḥ ná+_ śr̥ṇudhī?_+ hávam,venó ná śr̥ṇudhī hávam,LL S SSL SL,,S,,623,Indra,"Hymns of Priyamedha's, Medyatithi Etc."
08.013.07.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.013,08.013.07,b,M,śr̥ṇudhí,1,intermediate,2.SG.PRS.IMP.ACT,śr̥ṇudhī́?_+ jaritúḥ hávam,śr̥ṇudhī́ jaritúr hávam,SSL SSL SL,,A,,633,Indra,Various Sons of Kanva
08.017.02.c,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.017,08.017.02,c,MO,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,úpa bráhmāṇi naḥ śr̥ṇu,úpa bráhmāṇi naḥ śr̥ṇu,SL LLS L SS,Gāyatrī,S,,637,Indra,Various Sons of Kanva
08.035.19.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.035,08.035.19,a,MU,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,átreḥ iva= śr̥ṇutam pūrvyástutim,átrer iva śr̥ṇutam pūrviyástutiṁ,LL SS SSL LSLSL,,S,,655,Asvins,Hymns of Syavasva
08.036.07.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.036,08.036.07,a,M,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,śyāvā́śvasya= sunvatáḥ} táthā śr̥ṇu,śyāvā́śuvasya sunvatás táthā śr̥ṇu,LLSLS LSL SL SS,,S,['Grassmann (G)'],656,Indra,Hymns of Syavasva
08.037.07.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.037,08.037.07,a,M,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,śyāvā́śvasya= rébhataḥ} táthā śr̥ṇu,śyāvā́śuvasya rébhatas táthā śr̥ṇu,LLSLS LSL SL SS,,S,['Grassmann (G)'],657,Indra,Hymns of Syavasva
08.038.08.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.038,08.038.08,b,MO,śr̥ṇutam,2,verse final,2.DU.PRS.IMP.ACT,átrīṇām śr̥ṇutam hávam,átrīṇāṁ śr̥ṇutaṁ hávam,LLL SSL SL,Gāyatrī,S,,658,Indra and Agni,Hymns of Syavasva
08.045.06.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.045,08.045.06,a,MO,śr̥ṇu,4,,2.SG.PRS.IMP.ACT,utá tvám maghavan śr̥ṇu,utá tvám maghavañ chr̥ṇu,SL L SSL SS,Gāyatrī,S,,665,Indra,"Hymns of Virupa, Vasa and Others"
08.052.08.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.052,08.052.08,d,MV,śr̥ṇudhi,2,verse final,2.SG.PRS.IMP.ACT,kaṇvavát śr̥ṇudhī?_+ hávam,kaṇvavác chr̥ṇudhī hávam,LSL SSL SL,,S,['Grassmann (G)'],1021,Indra,Valakhilya-Hymns
08.073.10.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.073,08.073.10,b,MO,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám me-_ imám hávam,śr̥ṇutám ma imáṁ hávam,SSL S SL SL,Gāyatrī,A,,682,Asvins,Hymns of Gopavana and Other Sons of Atri
08.084.03.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.084,08.084.03,b,MO,śr̥ṇudhí,3,verse final,2.SG.PRS.IMP.ACT,nr̥ŕ̥n pāhi śr̥ṇudhī́?_+ gíraḥ,nr̥ŕ̥m̐ḥ pāhi śr̥ṇudhī́ gíraḥ,SL LS SSL SL,,A,,693,Agni,"Hymns of Ekadyu, Krishna and Others"
08.085.02.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.085,08.085.02,b,MO,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,imám me-_ śr̥ṇutam hávam,imám me śr̥ṇutaṁ hávam,SL L SSL SL,Gāyatrī,A,,694,Asvins,"Hymns of Ekadyu, Krishna and Others"
08.085.04.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,08,08.085,08.085.04,a,MOR,śr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,śr̥ṇutám jaritúḥ hávam,śr̥ṇutáṁ jaritúr hávaṁ,SSL SSL SL,Gāyatrī,A,,694,Asvins,"Hymns of Ekadyu, Krishna and Others"
09.082.04.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,09,09.082,09.082.04,b,M,śr̥ṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,pájrāyāḥ garbha= śr̥ṇuhí} brávīmi te-_,pájrāyā garbha śr̥ṇuhí brávīmi te,LLL LS SSL SLS L,Jagatī,N,,794,Soma,The Jagati Group
10.012.04.b,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.012,10.012.04,b,M,śr̥ṇutám,2,intermediate,2.DU.PRS.IMP.ACT,dyā́vābhūmī+_= śr̥ṇutám rodasī+_ me-_,dyā́vābhūmī śr̥ṇutáṁ rodasī me,LLLL SSL LSL L,Triṣṭubh,s,,838,Agni,Yama Hymns
10.030.08.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.030,10.030.08,d,M,śr̥ṇutá,3,intermediate,2.PL.PRS.IMP.ACT,ā́paḥ revatīḥ= śr̥ṇutā́+} hávam me-_,ā́po revatīḥ śr̥ṇutā́ hávam me,LL LSL SSL SL L,Triṣṭubh,N,,856,The Waters,Hymns of Kavasa Ailusa
10.039.06.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.039,10.039.06,a,M,śr̥ṇutám,4,intermediate,2.DU.PRS.IMP.ACT,iyám vām ahve-_= śr̥ṇutám} me-_ aśvinā,iyáṁ vām ahve śr̥ṇutám me aśvinā,SL L LL SSL L LSL,Jagatī,C,,865,Asvins,The Ghosa Hymns
10.067.11.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.067,10.067.11,d,M,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,tát rodasī+_= śr̥ṇutam viśvaminvé?_,tád rodasī śr̥ṇutaṁ viśvaminvé,L LSL SSL LSLL,Triṣṭubh,C,['Grassmann (G)'],893,Brihaspati,Hymns of Ayasya
10.075.05.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.075,10.075.05,d,M,śr̥ṇuhí,2,intermediate,2.SG.PRS.IMP.ACT,ā́rjīkīye?_= śr̥ṇuhí ā́} suṣómayā,ā́rjīkīye śr̥ṇuhi ā́ suṣómayā,LLLL SSS L SLSL,Jagatī,n,['Arnold (C1)'],901,The Rivers,Two Single Poets
10.113.09.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,10,10.113,10.113.09,d,M,śr̥ṇute,2,verse final,3.SG.PRS.IND.MED,śraddhāmanasyā́= śr̥ṇute?_} dabhī́taye-_,chraddhāmanasyā́ śr̥ṇute dabhī́taye,LLSLL SSL SLSL,Jagatī,C,,939,Indra,Hymns of Manyu
03.054.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,03,03.054,03.054.01,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= dámyebhiḥ} ánīkaiḥ,śr̥ṇótu no dámiyebhir ánīkaiḥ,SLS L SSLS SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas
03.054.01.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,03,03.054,03.054.01,d,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu agníḥ= divyaíḥ} ájasraḥ,śr̥ṇótu agnír diviyaír ájasraḥ,SLS LL SSL SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas
10.071.06.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,10,10.071,10.071.06,c,P,śr̥ṇoti,5,,3.SG.PRS.IND.ACT,yát īm śr̥ṇóti= álakam} śr̥ṇoti,yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,S L SLS SSL SLS,Triṣṭubh,P,['Arnold (C1)'],897,Hymn of Wisdom,Brihaspati Hymns
10.071.06.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,10,10.071,10.071.06,c,P,śr̥ṇóti,3,intermediate,3.SG.PRS.IND.ACT,yát īm śr̥ṇóti= álakam} śr̥ṇoti,yád īṁ śr̥ṇóti álakaṁ śr̥ṇoti,S L SLS SSL SLS,Triṣṭubh,P,['Arnold (C1)'],897,Hymn of Wisdom,Brihaspati Hymns
01.027.12.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,01,01.027,01.027.12,b,MT,śr̥ṇotu,3,verse final,3.SG.PRS.IMP.ACT,daívyaḥ ketúḥ śr̥ṇotu naḥ,daívyaḥ ketúḥ śr̥ṇotu naḥ,LL LL SLS L,Gāyatrī,S,,27,Agni,Hymns of Medhatithi
01.037.13.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,01,01.037,01.037.13,c,MO,śr̥ṇóti,1,intermediate,3.SG.PRS.IND.ACT,śr̥ṇóti káḥ cit eṣām,śr̥ṇóti káś cid eṣaam,SLS L S LSL,Gāyatrī,S,,37,The Maruts,Hymns of Kanva
01.114.11.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,01,01.114,01.114.11,b,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= hávam rudráḥ} marútvān,śr̥ṇótu no hávaṁ rudró marútvān,SLS L SL LL SLL,,C,['Grassmann (G)'],114,Rudra,"Hymns of Kutsa, the Angiras"
02.027.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,02,02.027,02.027.01,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu mitráḥ= aryamā́} bhágaḥ naḥ,śr̥ṇótu mitró aryamā́ bhágo nas,SLS LL LSL SL L,Triṣṭubh,N,,218,Adityas,Hymns to the Adityas
02.032.04.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,02,02.032,02.032.04,b,D,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= subhágā bódhatu tmánā,śr̥ṇótu naḥ subhágā bódhatu tmánā,SLS L SSL LSL SL,Jagatī,p,"['Oldenberg (O)', 'Arnold (C1)', 'Wuest (w)']",223,Diverse Gods,Hymns to Various Gods
02.033.04.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,02,02.033,02.033.04,d,M,śr̥ṇomi,4,,1.SG.PRS.IND.ACT,bhiṣáktamam tvā= bhiṣájām} śr̥ṇomi,bhiṣáktamaṁ tvā bhiṣájāṁ śr̥ṇomi,SLSL L SSL SLS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods
03.033.09.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,03,03.033,03.033.09,a,M,śr̥ṇota,6,,2.PL.PRS.IMP.ACT,ā́ u+_ sú svasāraḥ= kāráve-_} śr̥ṇota,ó ṣú svasāraḥ kāráve śr̥ṇota,L L SLL LSL SLS,Triṣṭubh,N,['Arnold (C1)'],267,Visvamitra and the Rivers,Hymns to Indra
03.054.19.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,03,03.054,03.054.19,c,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= pr̥thivī́?_ dyaúḥ} utá ā́paḥ,śr̥ṇótu naḥ pr̥thivī́ dyaúr utā́paḥ,SLS L SSL L SLL,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas
03.054.20.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,03,03.054,03.054.20,c,M,śr̥ṇotu,4,,3.SG.PRS.IMP.ACT,ādityaíḥ naḥ= áditiḥ} śr̥ṇotu,āditiyaír no áditiḥ śr̥ṇotu,LSSL L SSL SLS,Triṣṭubh,C,,288,All the Gods,Hymns to the Visvedevas
04.023.03.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,04,04.023,04.023.03,a,M,śr̥ṇoti,2,intermediate,3.SG.PRS.IND.ACT,kathā́ śr̥ṇoti= hūyámānam índraḥ,kathā́ śr̥ṇoti hūyámānam índraḥ,SL SLS LSLS LL,Triṣṭubh,S,,319,Indra,Hymns to Indra
05.032.11.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.032,05.032.11,b,M,śr̥ṇomi,2,intermediate,1.SG.PRS.IND.ACT,jātám śr̥ṇomi= yaśásam} jáneṣu,jātáṁ śr̥ṇomi yaśásaṁ jáneṣu,LL SLS SSL SLS,Triṣṭubh,N,,386,Indra,Hymns to Indra
05.032.12.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.032,05.032.12,b,M,śr̥ṇómi,4,,1.SG.PRS.IND.ACT,maghā́ víprebhyaḥ= dádatam} śr̥ṇómi,maghā́ víprebhyo dádataṁ śr̥ṇómi,SL LLL SSL SLS,Triṣṭubh,N,,386,Indra,Hymns to Indra
05.041.12.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.041,05.041.12,a,M,śr̥ṇótu,1,intermediate,3.SG.PRS.IMP.ACT,śr̥ṇótu naḥ= ūrjā́m pátiḥ} gíraḥ sá,śr̥ṇótu na ūrjā́m pátir gíraḥ sá,SLS S LL SL SL S,,A,,395,All the Gods,Hymns to the All-Gods
05.042.01.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.042,05.042.01,c,M,śr̥ṇotu,3,,3.SG.PRS.IMP.ACT,pŕ̥ṣadyoniḥ= páñcahotā} śr̥ṇotu,pŕ̥ṣadyoniḥ páñcahotā śr̥ṇotu,SLLL LSLL SLS,Triṣṭubh,C,,396,All the Gods,Hymns to the All-Gods
05.043.11.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.043,05.043.11,d,M,śr̥ṇotu,5,,3.SG.PRS.IMP.ACT,śagmā́m naḥ vā́cam= uśatī́?_} śr̥ṇotu,śagmā́ṁ no vā́cam uśatī́ śr̥ṇotu,LL L LS SSL SLS,Triṣṭubh,s,,397,All the Gods,Hymns to the All-Gods
05.046.08.c,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,05,05.046,05.046.08,c,M,śr̥ṇotu,4,,3.SG.PRS.IMP.ACT,ā́ ródasī+_= varuṇānī́?_} śr̥ṇotu,ā́ ródasī varuṇānī́ śr̥ṇotu,L LSL SSLL SLS,Triṣṭubh,C,,400,All the Gods,Hymns to the All-Gods
06.050.14.a,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,06,06.050,06.050.14,a,M,śr̥ṇotu,5,,3.SG.PRS.IMP.ACT,utá naḥ áhiḥ= budhnya\ḥ} śr̥ṇotu,utá no áhir budhníyaḥ śr̥ṇotu,SS L SL LSL SLS,Triṣṭubh,A,"['Grassmann (G)', 'Wuest (W)']",491,All the Gods,Hymns to All the Gods
06.055.05.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,06,06.055,06.055.05,b,MO,śr̥ṇotu,3,verse final,3.SG.PRS.IMP.ACT,svásuḥ jāráḥ śr̥ṇotu naḥ,svásur jāráḥ śr̥ṇotu naḥ,SL LL SLS L,Gāyatrī,C,,496,Pusan,Hymns to Pusan
07.029.04.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,07,07.029,07.029.04,b,M,áśr̥ṇoḥ,3,verse final,2.SG.IPRF.IND.ACT,yéṣām pū́rveṣām= áśr̥ṇoḥ} ŕ̥ṣīṇām,yéṣām pū́rveṣām áśr̥ṇor ŕ̥ṣīṇām,LL LLL SSL SLL,Triṣṭubh,S,,545,Indra,Hymns to Indra
07.034.22.b,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,07,07.034,07.034.22,b,M,śr̥ṇotu,4,,3.SG.PRS.IMP.ACT,ā́ ródasī+_= varuṇānī́?_} śr̥ṇotu,ā́ ródasī varuṇānī́ śr̥ṇotu,L LSL SSLL SLS,Triṣṭubh,S,['Grassmann (G)'],550,All the Gods,Hymns to All the Gods
07.035.06.d,śr̥ṇo,strong,śr̥,,False,,Earlier & Later,fifth,śru,07,07.035,07.035.06,d,D,śr̥ṇotu,6,,3.SG.PRS.IMP.ACT,śám naḥ tváṣṭā= gnā́bhiḥ ihá} śr̥ṇotu,śáṁ nas tváṣṭā gnā́bhir ihá śr̥ṇotu,L L LL LS SS SLS,Triṣṭubh,p,,551,All the Gods,Hymns to All the Gods
