line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
05.020.03.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.020,05.020.03,a,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,hótāram tvā vr̥ṇīmahe-_,hótāraṁ tvā vr̥ṇīmahe,LLL L SLSL,Aṇuṣṭubh,A,,374,Agni,Hymns to Agni
05.026.04.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.026,05.026.04,c,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,hótāram tvā vr̥ṇīmahe-_,hótāraṁ tvā vr̥ṇīmahe,LLL L SLSL,Gāyatrī,N,,380,Agni,Hymns to Agni
05.028.06.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.028,05.028.06,c,M,vr̥ṇīdhvám,1,verse final,2.SG.PRS.IMP.MED,vr̥ṇīdhvám havyavā́hanam,vr̥ṇīdhváṁ havyavā́hanam,SLL LSLSL,Gāyatrī,N,"['Oldenberg (o)', 'Wuest (W)']",382,Agni,Hymns to Agni
05.050.01.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.050,05.050.01,d,M,vr̥ṇīta,2,verse final,3.SG.PRS.INJ.MED,dyumnám vr̥ṇīta puṣyáse?_,dyumnáṁ vr̥ṇīta puṣyáse,LL SLS LSL,Aṇuṣṭubh,A,,404,All the Gods,Hymns to the All-Gods
05.082.01.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.082,05.082.01,a,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,tát savitúḥ vr̥ṇīmahe-_,tát savitúr vr̥ṇīmahe,L SSL SLSL,Aṇuṣṭubh,A,,436,Savitri,Hymns to Various Gods
05.082.07.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,05,05.082,05.082.07,b,MT,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,sūktaíḥ adyā́+ vr̥ṇīmahe-_,sūktaír adyā́ vr̥ṇīmahe,LL LL SLSL,Gāyatrī,A,,436,Savitri,Hymns to Various Gods
06.015.09.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,06,06.015,06.015.09,c,M,āvr̥ṇīmáhe,5,,1.PL.PRS.IND.MED,yát te-_ dhītím= sumatím āvr̥ṇīmáhe?_,yát te dhītíṁ sumatím āvr̥ṇīmáhe,L L LL SSS LSLSL,Jagatī,A,,456,Agni,Hymns to Agni
07.019.09.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,07,07.019,07.019.09,d,M,vr̥ṇīṣva,2,intermediate,2.SG.PRS.IMP.MED,asmā́n vr̥ṇīṣva= yújyāya tásmai,asmā́n vr̥ṇīṣva yújiyāya tásmai,LL SLS SSLS LL,Triṣṭubh,S,,535,Indra,Hymns to Indra
07.033.02.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,07,07.033,07.033.02,d,P,avr̥ṇīta,3,verse final,3.SG.IPRF.IND.MED,sutā́t índraḥ= avr̥ṇītā+} vásiṣṭhān,sutā́d índro avr̥ṇītā vásiṣṭhān,SL LL SSLL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)', 'Witzel (Z)']",549,Vasistha,Hymns to Indra
07.069.04.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,07,07.069,07.069.04,a,M,avr̥ṇīta,5,,3.SG.IPRF.IND.MED,yuvóḥ śríyam= pári yóṣā avr̥ṇīta,yuvóḥ śríyam pári yóṣāvr̥ṇīta,SL SL SS LLSLS,Triṣṭubh,S,,585,Asvins,Hymns to the Asvins
07.097.02.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,07,07.097,07.097.02,a,M,vr̥ṇīmahe,3,verse final,1.PL.PRS.IND.MED,ā́ daívyā= vr̥ṇīmahe-_} ávāṁsi,ā́ daíviyā vr̥ṇīmahe ávāṁsi,L LSL SLSL SLS,Triṣṭubh,S,,613,Indra and Brihaspati,Hymns to Divine Pairs
08.004.15.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.004,08.004.15,a,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,prá pūṣáṇam vr̥ṇīmahe-_,prá pūṣáṇaṁ vr̥ṇīmahe,S LSL SLSL,,S,,624,Indra,"Hymns of Priyamedha's, Medyatithi Etc."
08.006.44.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.006,08.006.44,b,MO,vr̥ṇīta,2,verse final,3.SG.PRS.INJ.MED,médhe?_ vr̥ṇīta mártyaḥ,médhe vr̥ṇīta mártiyaḥ,LL SLS LSL,Gāyatrī,S,,626,Indra,Hymns of Vatsa
08.014.06.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.014,08.014.06,c,MO,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ūtím indra ā́ vr̥ṇīmahe-_,ūtím indrā́ vr̥ṇīmahe,LS LL SLSL,Gāyatrī,S,,634,Indra,Various Sons of Kanva
08.018.16.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.018,08.018.16,b,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ utá apā́m vr̥ṇīmahe-_,ótā́páaṁ vr̥ṇīmahe,LLSL SLSL,,A,,638,Adityas,Various Sons of Kanva
08.025.13.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.025,08.025.13,a,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,tát vā́ryam vr̥ṇīmahe-_,tád vā́riyaṁ vr̥ṇīmahe,L LSL SLSL,,A,,645,Mitra and Varuna and Other Gods,Hymns of Vyasva
08.026.21.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.026,08.026.21,c,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,ávāṁsi ā́ vr̥ṇīmahe-_,ávāṁsi ā́ vr̥ṇīmahe,SLS L SLSL,Gāyatrī,A,,646,Asvins and Vayu,Hymns of Vyasva
08.027.22.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.027,08.027.22,a,M,vr̥ṇīmahe,6,,1.PL.PRS.IND.MED,vayám tát vaḥ= samrājaḥ ā́} vr̥ṇīmahe-_,vayáṁ tád vaḥ samrāja ā́ vr̥ṇīmahe,SL L L LLS L SLSL,,A,,647,All the Gods,Hymns of Manu Vaivasvata
08.031.10.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.031,08.031.10,b,MR,vr̥ṇīmáhe,1,verse final,1.PL.PRS.IND.MED,vr̥ṇīmáhe-_ nadī́nām,vr̥ṇīmáhe nadī́naam,SLSL SLSL,,A,,651,Praise of the Sacrificer and His Wife,Hymns of Manu Vaivasvata
08.044.20.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.044,08.044.20,c,MO,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,agnéḥ sakhyám vr̥ṇīmahe-_,agnéḥ sakhyáṁ vr̥ṇīmahe,LL LL SLSL,Gāyatrī,n,,664,Agni,"Hymns of Virupa, Vasa and Others"
08.060.01.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.060,08.060.01,b,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,hótāram tvā vr̥ṇīmahe-_,hótāraṁ tvā vr̥ṇīmahe,LLL L SLSL,,A,,669,Agni,Hymns of Pragatha and Other Kanva-Sons
08.067.04.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.067,08.067.04,c,MOR,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,ávāṁsi ā́ vr̥ṇīmahe-_,ávāṁsi ā́ vr̥ṇīmahe,SLS L SLSL,Gāyatrī,A,,676,Adityas,Hymns of Priyamedha and Others
08.083.01.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.083,08.083.01,b,MO,vr̥ṇīmahe,3,verse final,1.PL.PRS.IND.MED,tát ā́ vr̥ṇīmahe-_ vayám,tád ā́ vr̥ṇīmahe vayám,S L SLSL SL,Gāyatrī,A,,692,All the Gods,"Hymns of Ekadyu, Krishna and Others"
08.083.04.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.083,08.083.04,c,MO,āvr̥ṇīmáhe,3,,1.PL.PRS.IND.MED,vāmám hí āvr̥ṇīmáhe?_,vāmáṁ hí āvr̥ṇīmáhe,LL S LSLSL,Gāyatrī,A,,692,All the Gods,"Hymns of Ekadyu, Krishna and Others"
08.090.02.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,08,08.090,08.090.02,c,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,tuvidyumnásya= yújyā ā́} vr̥ṇīmahe-_,tuvidyumnásya yújiyā́ vr̥ṇīmahe,SLLLS SSL SLSL,,S,,699,Indra,Hymns of Nodhas
09.061.04.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,09,09.061,09.061.04,c,MO,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,sakhitvám ā́ vr̥ṇīmahe-_,sakhitvám ā́ vr̥ṇīmahe,SLS L SLSL,Gāyatrī,N,,773,Soma,Tirasci and Other Poets
09.065.09.c,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,09,09.065,09.065.09,c,MO,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,sakhitvám ā́ vr̥ṇīmahe-_,sakhitvám ā́ vr̥ṇīmahe,SLS L SLSL,Gāyatrī,N,,777,Soma,Tirasci and Other Poets
09.065.28.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,09,09.065,09.065.28,b,MO,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,váhnim adyā́+ vr̥ṇīmahe-_,váhnim adyā́ vr̥ṇīmahe,LS LL SLSL,Gāyatrī,N,,777,Soma,Tirasci and Other Poets
09.070.06.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,09,09.070,09.070.06,d,M,avr̥ṇīta,3,verse final,3.SG.IPRF.IND.MED,práśastaye-_= kám avr̥ṇīta sukrátuḥ,práśastaye kám avr̥ṇīta sukrátuḥ,SLSL S SSLS LSL,Jagatī,S,,782,Soma,The Jagati Group
09.097.41.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,09,09.097,09.097.41,b,M,ávr̥ṇīta,4,verse final,3.SG.IPRF.IND.MED,apā́m yát gárbhaḥ= ávr̥ṇīta devā́n,apā́ṁ yád gárbho ávr̥ṇīta devā́n,SL L LL SSLS LL,Triṣṭubh,C,,809,Soma,The Tristubh Group
10.021.01.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.021,10.021.01,b,M,vr̥ṇīmahe,3,,1.PL.PRS.IND.MED,hótāram tvā vr̥ṇīmahe-_,hótāraṁ tvā vr̥ṇīmahe,LLL L SLSL,,A,,847,Agni,Hymns of Vimada
10.035.01.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.035,10.035.01,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,adyā́+ devā́nām= ávaḥ ā́} vr̥ṇīmahe-_,adyā́ devā́nām áva ā́ vr̥ṇīmahe,LL LLL SS L SLSL,Jagatī,C,,861,All the Gods,Hymns of Lusa
10.035.02.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.035,10.035.02,a,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,diváspr̥thivyóḥ= ávaḥ ā́} vr̥ṇīmahe-_,diváspr̥thivyór áva ā́ vr̥ṇīmahe,SLSLL SS L SLSL,,C,,861,All the Gods,Hymns of Lusa
10.036.02.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.02,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.03.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.03,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.04.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.04,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.05.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.05,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.06.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.06,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,,C,,862,All the Gods,Hymns of Lusa
10.036.07.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.07,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.08.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.08,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.09.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.09,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.10.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.10,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.036.12.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.036,10.036.12,d,M,vr̥ṇīmahe,5,,1.PL.PRS.IND.MED,tát devā́nām= ávaḥ adyā́+} vr̥ṇīmahe-_,tád devā́nām ávo adyā́ vr̥ṇīmahe,L LLL SL LL SLSL,Jagatī,C,,862,All the Gods,Hymns of Lusa
10.085.14.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.085,10.085.14,d,P,avr̥ṇīta,3,verse final,3.SG.IPRF.IND.MED,putráḥ pitárau= avr̥ṇīta pūṣā́,putráḥ pitárāv avr̥ṇīta pūṣā́,LL SSL SSLS LL,Triṣṭubh,P,"['Grassmann (G)', 'Arnold (C2)']",911,Wedding Hymn,Hymns of Manyu
10.100.01.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.01,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.02.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.02,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.03.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.03,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.04.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.04,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.05.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.05,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.06.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.06,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.07.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.07,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.08.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.08,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.09.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.09,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,,C,,926,All the Gods,Hymns of Manyu
10.100.10.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.10,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.100.11.d,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.100,10.100.11,d,M,vr̥ṇīmahe,4,,1.PL.PRS.IND.MED,ā́ sarvátātim= áditim} vr̥ṇīmahe-_,ā́ sarvátātim áditiṁ vr̥ṇīmahe,L LSLS SSL SLSL,Jagatī,C,,926,All the Gods,Hymns of Manyu
10.126.02.a,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.126,10.126.02,a,M,vr̥ṇīmáhe,4,,1.PL.PRS.IND.MED,tát hí vayám vr̥ṇīmáhe-_,tád dhí vayáṁ vr̥ṇīmáhe,L S SL SLSL,,A,,952,All the Gods,Hymns of Manyu
10.127.08.b,vr̥ṇī,weak,vr̥ vr̥̄,2,False,,Earlier & Later,vr̥ vr̥̄,10,10.127,10.127.08,b,M,vr̥ṇīṣvá,1,intermediate,2.SG.PRS.IMP.MED,vr̥ṇīṣvá duhitar divaḥ,vr̥ṇīṣvá duhitar divaḥ,SLS SSL SL,Gāyatrī,C,['Arnold (C1)'],953,The Night,Hymns of Manyu
10.087.14.a,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.14,a,PH,śr̥ṇīhi,2,intermediate,2.SG.PRS.IMP.ACT,párā śr̥ṇīhi= tápasā} yātudhā́nān,párā śr̥ṇīhi tápasā yātudhā́nān,SL SLS SSL LSLL,,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
10.087.14.b,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.14,b,PH,śr̥ṇīhi,5,,2.SG.PRS.IMP.ACT,párā agne-_ rákṣaḥ= hárasā} śr̥ṇīhi,párāgne rákṣo hárasā śr̥ṇīhi,SLL LL SSL SLS,,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
10.087.14.c,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.14,c,PH,śr̥ṇīhi,4,,2.SG.PRS.IMP.ACT,párā arcíṣā= mū́radevān} śr̥ṇīhi,párārcíṣā mū́radevāñ chr̥ṇīhi,SLSL LSLL SLS,,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
10.087.10.b,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.10,b,P,śr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,tásya trī́ṇi= práti śr̥ṇīhi ágrā,tásya trī́ṇi práti śr̥ṇīhi ágrā,LL LL SS SLS LL,Triṣṭubh,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
10.087.10.c,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.10,c,P,śr̥ṇīhi,5,,2.SG.PRS.IMP.ACT,tásya agne-_ pr̥ṣṭī́ḥ= hárasā} śr̥ṇīhi,tásyāgne pr̥ṣṭī́r hárasā śr̥ṇīhi,LLL LL SSL SLS,Triṣṭubh,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
03.030.17.b,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,03,03.030,03.030.17,b,M,śr̥ṇīhi,5,,2.SG.PRS.IMP.ACT,vr̥ścā́+ mádhyam= práti ágram} śr̥ṇīhi,vr̥ścā́ mádhyam práti ágraṁ śr̥ṇīhi,LL LL SS LL SLS,Triṣṭubh,N,,264,Indra,Hymns to Indra
07.104.01.c,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,07,07.104,07.104.01,c,P,śr̥ṇītam,2,intermediate,2.DU.PRS.IMP.ACT,párā śr̥ṇītam= acítaḥ} ní oṣatam,párā śr̥ṇītam acíto ní oṣataṁ,SL SLS SSL S LSL,Jagatī,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)']",620,"Indra, Soma and Other Gods",Hymns to Parjanya / Appendix
10.087.05.c,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.05,c,P,śr̥ṇīhi,4,,2.SG.PRS.IMP.ACT,prá párvāṇi= jātavedaḥ} śr̥ṇīhi,prá párvāṇi jātavedaḥ śr̥ṇīhi,S LLS LSLL SLS,Triṣṭubh,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
10.087.25.b,śr̥ṇī,weak,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.087,10.087.25,b,PE2,śr̥ṇīhí,1,intermediate,2.SG.PRS.IMP.ACT,śr̥ṇīhí viśvátaḥ práti,śr̥ṇīhí viśvátaḥ práti,SLS LSL SS,Aṇuṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (z)']",913,"Agni, Killer of Raksas",Hymns of Manyu
10.089.06.d,śr̥ṇā,strong,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.089,10.089.06,d,M,śr̥ṇā́ti,1,intermediate,3.SG.PRS.IND.ACT,śr̥ṇā́ti vīḷú= rujáti} sthirā́ṇi,śr̥ṇā́ti vīḷú rujáti sthirā́ṇi,SLS LS SSL SLS,Triṣṭubh,N,,915,Indra,Hymns of Manyu
10.089.08.b,śr̥ṇā,strong,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.089,10.089.08,b,M,śr̥ṇāsi,5,,2.SG.PRS.IND.ACT,asíḥ ná+_ párva= vr̥jinā́} śr̥ṇāsi,asír ná párva vr̥jinā́ śr̥ṇāsi,SL S LS SSL SLS,,N,,915,Indra,Hymns of Manyu
10.138.04.d,śr̥ṇā,strong,śr̥,,False,,Earlier & Later,śr̥̄ 1,10,10.138,10.138.04,d,M,aśr̥ṇāt,3,verse final,3.SG.IPRF.IND.ACT,gr̥ṇānáḥ śátrūn= aśr̥ṇāt} virúkmatā,gr̥ṇānáḥ śátrūm̐r aśr̥ṇād virúkmatā,SLL LL SSL SLSL,Jagatī,C,,964,Indra,Hymns of Manyu
