line_no,labels,strata,strata_based_on_meter_only
01.116.13.d,M,N,False
01.116.14.a,M,N,False
01.116.14.b,M,N,False
01.116.14.c,M,N,False
01.116.14.d,M,N,False
01.116.15.a,M,N,False
01.116.15.b,M,N,False
01.116.15.c,M,N,False
01.116.15.d,M,N,False
01.116.16.a,M,N,False
01.116.16.b,M,N,False
01.116.16.c,M,N,False
01.116.16.d,M,N,False
01.116.17.a,M,N,False
01.116.17.b,M,N,False
01.116.17.c,M,N,False
01.116.17.d,M,N,False
01.116.18.a,M,N,False
01.116.18.b,M,N,False
01.116.18.c,M,N,False
01.116.18.d,M,N,False
01.116.19.a,M,N,False
01.116.19.b,M,N,False
01.116.19.c,M,N,False
01.116.19.d,M,N,False
01.116.20.a,M,N,False
01.116.20.b,M,N,False
01.116.20.c,M,N,False
01.116.20.d,M,N,False
01.116.21.a,M,N,False
01.116.21.b,M,N,False
01.116.21.c,M,N,False
01.116.21.d,M,N,False
01.116.22.a,M,N,False
01.116.22.b,M,N,False
01.116.22.c,M,N,False
01.116.22.d,M,N,False
01.116.23.a,M,N,False
01.116.23.b,M,N,False
01.116.23.c,M,N,False
01.116.23.d,M,N,False
01.116.24.a,M,N,False
01.116.24.b,M,N,False
01.116.24.c,M,N,False
01.116.24.d,M,N,False
01.116.25.a,M,N,False
01.116.25.b,M,N,False
01.116.25.c,M,N,False
01.116.25.d,M,N,False
01.117.01.a,M,N,False
01.117.01.b,M,N,False
01.117.01.c,M,N,False
01.117.01.d,M,N,False
01.117.02.a,M,N,False
01.117.02.b,M,N,False
01.117.02.c,M,N,False
01.117.02.d,M,N,False
01.117.03.a,M,N,False
01.117.03.b,M,N,False
01.117.03.c,M,N,False
01.117.03.d,M,N,False
01.117.04.a,M,N,False
01.117.04.b,M,N,False
01.117.04.c,M,N,False
01.117.04.d,M,N,False
01.117.05.a,M,N,False
01.117.05.b,M,N,False
01.117.05.c,M,N,False
01.117.05.d,M,N,False
01.117.06.a,M,N,False
01.117.06.b,M,N,False
01.117.06.c,M,N,False
01.117.06.d,M,N,False
01.117.07.a,M,N,False
01.117.07.b,MR,N,False
01.117.07.c,M,N,False
01.117.07.d,M,N,False
01.117.08.a,M,N,False
01.117.08.b,M,N,False
01.117.08.c,M,N,False
01.117.08.d,M,N,False
01.117.09.a,M,N,False
01.117.09.b,M,N,False
01.117.09.c,M,N,False
01.117.09.d,M,N,False
01.117.10.a,M,N,False
01.117.10.b,M,N,False
01.117.10.c,M,N,False
01.117.10.d,M,N,False
01.117.11.a,M,N,False
01.117.11.b,M,N,False
01.117.11.c,M,N,False
01.117.11.d,M,N,False
01.117.12.a,M,N,False
01.117.12.b,M,N,False
01.117.12.c,M,N,False
01.117.12.d,M,N,False
01.117.13.a,M,N,False
01.117.13.b,M,N,False
01.117.13.c,M,N,False
01.117.13.d,M,N,False
01.117.14.a,M,N,False
01.117.14.b,M,N,False
01.117.14.c,M,N,False
01.117.14.d,M,N,False
01.117.15.a,M,N,False
01.117.15.b,M,N,False
01.117.15.c,M,N,False
01.117.15.d,M,N,False
01.117.16.a,M,N,False
01.117.16.b,M,N,False
01.117.16.c,M,N,False
01.117.16.d,M,N,False
01.117.17.a,M,N,False
01.117.17.b,M,N,False
01.117.17.c,M,N,False
01.117.17.d,M,N,False
01.117.18.a,M,N,False
01.117.18.b,M,N,False
01.117.18.c,M,N,False
01.117.18.d,M,N,False
01.117.19.a,M,N,False
01.117.19.b,M,N,False
01.117.19.c,M,N,False
01.117.19.d,M,N,False
01.117.20.a,M,N,False
01.117.20.b,M,N,False
01.117.20.c,M,N,False
01.117.20.d,M,N,False
01.117.21.a,M,N,False
01.117.21.b,M,N,False
01.117.21.c,M,N,False
01.117.21.d,M,N,False
01.117.22.a,M,N,False
01.117.22.b,M,N,False
01.117.22.c,M,N,False
01.117.22.d,M,N,False
01.117.23.a,M,N,False
01.117.23.b,M,N,False
01.117.23.c,M,N,False
01.117.23.d,M,N,False
01.117.24.a,M,N,False
01.117.24.b,M,N,False
01.117.24.c,M,N,False
01.117.24.d,M,N,False
01.117.25.a,M,N,False
01.117.25.b,M,N,False
01.117.25.c,M,N,False
01.117.25.d,M,N,False
01.118.01.a,M,N,False
01.118.01.b,MR,N,False
01.118.01.c,M,N,False
01.118.01.d,M,N,False
01.118.02.a,M,N,False
01.118.02.b,M,N,False
01.118.02.c,M,N,False
01.118.02.d,M,N,False
01.118.03.a,M,N,False
01.118.03.b,M,N,False
01.118.03.c,M,N,False
01.118.03.d,M,N,False
01.118.04.a,M,N,False
01.118.04.b,M,N,False
01.118.04.c,M,N,False
01.118.04.d,M,N,False
01.118.05.a,M,N,False
01.118.05.b,M,N,False
01.118.05.c,M,N,False
01.118.05.d,M,N,False
01.118.06.a,M,N,False
01.118.06.b,M,N,False
01.118.06.c,M,N,False
01.118.06.d,M,N,False
01.118.07.a,M,N,False
01.118.07.b,M,N,False
01.118.07.c,M,N,False
01.118.07.d,M,N,False
01.118.08.a,M,N,False
01.118.08.b,M,N,False
01.118.08.c,M,N,False
01.118.08.d,M,N,False
01.118.09.a,M,N,False
01.118.09.b,M,N,False
01.118.09.c,M,N,False
01.118.09.d,M,N,False
01.118.10.a,M,N,False
01.118.10.b,M,N,False
01.118.10.c,M,N,False
01.118.10.d,M,N,False
01.118.11.a,M,N,False
01.118.11.b,M,N,False
01.118.11.c,M,N,False
01.118.11.d,M,N,False
01.119.01.a,M,N,False
01.119.01.b,M,N,False
01.119.01.c,M,N,False
01.119.01.d,M,N,False
01.119.02.a,M,N,False
01.119.02.b,M,N,False
01.119.02.c,M,N,False
01.119.02.d,MS,N,False
01.119.03.a,M,N,False
01.119.03.b,M,N,False
01.119.03.c,M,N,False
01.119.03.d,M,N,False
01.119.04.a,M,N,False
01.119.04.b,M,N,False
01.119.04.c,M,N,False
01.119.04.d,M,N,False
01.119.05.a,M,N,False
01.119.05.b,M,N,False
01.119.05.c,M,N,False
01.119.05.d,M,N,False
01.119.06.a,M,N,False
01.119.06.b,M,N,False
01.119.06.c,M,N,False
01.119.06.d,M,N,False
01.119.07.a,M,N,False
01.119.07.b,M,N,False
01.119.07.c,M,N,False
01.119.07.d,M,N,False
01.119.08.a,M,N,False
01.119.08.b,M,N,False
01.119.08.c,M,N,False
01.119.08.d,M,N,False
01.119.09.a,M,N,False
01.119.09.b,M,N,False
01.119.09.c,M,N,False
01.119.09.d,M,N,False
01.119.10.a,M,N,False
01.119.10.b,M,N,False
01.119.10.c,M,N,False
01.119.10.d,M,N,False
01.120.01.a,MU,A,False
01.120.01.b,MU,A,False
01.120.01.c,MU,A,False
01.120.02.a,MSU,A,False
01.120.02.b,MSU,A,False
01.120.02.c,MU,A,False
01.120.03.a,MU,A,False
01.120.03.b,MUH,A,False
01.120.03.c,MU,A,False
01.120.04.a,MU,A,False
01.120.04.b,MU,A,False
01.120.04.c,MU,A,False
01.120.05.a,MU,A,False
01.120.05.b,MU,A,False
01.120.05.c,MU,A,False
01.120.06.a,MU,A,False
01.120.06.b,MU,A,False
01.120.06.c,MU,A,False
01.120.07.a,MU,A,False
01.120.07.b,MU,A,False
01.120.07.c,MU,A,False
01.120.07.d,MU,A,False
01.120.08.a,MU,A,False
01.120.08.b,MU,A,False
01.120.08.c,MU,A,False
01.120.09.a,MU,A,False
01.120.09.b,MU,A,False
01.120.09.c,MU,A,False
01.120.10.a,P,P,False
01.120.10.b,P,P,False
01.120.10.c,P,P,False
01.120.11.a,P,P,False
01.120.11.b,P,P,False
01.120.11.c,P,P,False
01.120.12.a,P,P,False
01.120.12.b,P,P,False
01.120.12.c,P,P,False
01.121.01.a,M,A,False
01.121.01.b,M,A,False
01.121.01.c,M,A,False
01.121.01.d,M,A,False
01.121.02.a,M,A,False
01.121.02.b,M,A,False
01.121.02.c,M,A,False
01.121.02.d,M,A,False
01.121.03.a,M,A,False
01.121.03.b,M,A,False
01.121.03.c,M,A,False
01.121.03.d,M,A,False
01.121.04.a,M,A,False
01.121.04.b,M,A,False
01.121.04.c,M,A,False
01.121.04.d,M,A,False
01.121.05.a,M,A,False
01.121.05.b,M,A,False
01.121.05.c,M,A,False
01.121.05.d,M,A,False
01.121.06.a,M,A,False
01.121.06.b,M,A,False
01.121.06.c,M,A,False
01.121.06.d,M,A,False
01.121.07.a,M,A,False
01.121.07.b,M,A,False
01.121.07.c,M,A,False
01.121.07.d,M,A,False
01.121.08.a,M,A,False
01.121.08.b,M,A,False
01.121.08.c,Mh,A,False
01.121.08.d,M,A,False
01.121.09.a,M,A,False
01.121.09.b,M,A,False
01.121.09.c,M,A,False
01.121.09.d,M,A,False
01.121.10.a,M,A,False
01.121.10.b,M,A,False
01.121.10.c,M,A,False
01.121.10.d,M,A,False
01.121.11.a,M,A,False
01.121.11.b,M,A,False
01.121.11.c,M,A,False
01.121.11.d,M,A,False
01.121.12.a,M,A,False
01.121.12.b,M,A,False
01.121.12.c,M,A,False
01.121.12.d,M,A,False
01.121.13.a,M,A,False
01.121.13.b,M,A,False
01.121.13.c,M,A,False
01.121.13.d,M,A,False
01.121.14.a,M,A,False
01.121.14.b,M,A,False
01.121.14.c,M,A,False
01.121.14.d,M,A,False
01.121.15.a,M,A,False
01.121.15.b,M,A,False
01.121.15.c,M,A,False
01.121.15.d,M,A,False
01.122.01.a,M,A,False
01.122.01.b,M,A,False
01.122.01.c,M,A,False
01.122.01.d,M,A,False
01.122.02.a,M,A,False
01.122.02.b,M,A,False
01.122.02.c,M,A,False
01.122.02.d,M,A,False
01.122.03.a,M,A,False
01.122.03.b,M,A,False
01.122.03.c,M,A,False
01.122.03.d,M,A,False
01.122.04.a,M,A,False
01.122.04.b,M,A,False
01.122.04.c,M,A,False
01.122.04.d,M,A,False
01.122.05.a,MU,A,False
01.122.05.b,MU,A,False
01.122.05.c,MU,A,False
01.122.05.d,MU,A,False
01.122.06.a,M,A,False
01.122.06.b,M,A,False
01.122.06.c,M,A,False
01.122.06.d,M,A,False
01.122.07.a,M,A,False
01.122.07.b,M,A,False
01.122.07.c,M,A,False
01.122.07.d,M,A,False
01.122.08.a,M,A,False
01.122.08.b,M,A,False
01.122.08.c,M,A,False
01.122.08.d,M,A,False
01.122.09.a,M,A,False
01.122.09.b,M,A,False
01.122.09.c,M,A,False
01.122.09.d,M,A,False
01.122.10.a,M,A,False
01.122.10.b,Mh,A,False
01.122.10.c,M,A,False
01.122.10.d,M,A,False
01.122.11.a,M,A,False
01.122.11.b,M,A,False
01.122.11.c,M,A,False
01.122.11.d,M,A,False
01.122.12.a,M,A,False
01.122.12.b,M,A,False
01.122.12.c,M,A,False
01.122.12.d,M,A,False
01.122.13.a,M,A,False
01.122.13.b,M,A,False
01.122.13.c,M,A,False
01.122.13.d,M,A,False
01.122.14.a,M,A,False
01.122.14.b,MR,A,False
01.122.14.c,M,A,False
01.122.14.d,M,A,False
01.122.15.a,M,A,False
01.122.15.b,M,A,False
01.122.15.c,M,A,False
01.122.15.d,M,A,False
01.123.01.a,M,C,False
01.123.01.b,M,C,False
01.123.01.c,M,C,False
01.123.01.d,M,C,False
01.123.02.a,M,C,False
01.123.02.b,M,C,False
01.123.02.c,M,C,False
01.123.02.d,M,C,False
01.123.03.a,M,C,False
01.123.03.b,M,C,False
01.123.03.c,M,C,False
01.123.03.d,M,C,False
01.123.04.a,M,C,False
01.123.04.b,M,C,False
01.123.04.c,M,C,False
01.123.04.d,M,C,False
01.123.05.a,M,C,False
01.123.05.b,M,C,False
01.123.05.c,M,C,False
01.123.05.d,M,C,False
01.123.06.a,M,C,False
01.123.06.b,M,C,False
01.123.06.c,M,C,False
01.123.06.d,M,C,False
01.123.07.a,M,C,False
01.123.07.b,M,C,False
01.123.07.c,M,C,False
01.123.07.d,M,C,False
01.123.08.a,M,C,False
01.123.08.b,M,C,False
01.123.08.c,M,C,False
01.123.08.d,M,C,False
01.123.09.a,M,C,False
01.123.09.b,M,C,False
01.123.09.c,M,C,False
01.123.09.d,M,C,False
01.123.10.a,M,C,False
01.123.10.b,M,C,False
01.123.10.c,M,C,False
01.123.10.d,M,C,False
01.123.11.a,M,C,False
01.123.11.b,M,C,False
01.123.11.c,M,C,False
01.123.11.d,M,C,False
01.123.12.a,M,C,False
01.123.12.b,M,C,False
01.123.12.c,M,C,False
01.123.12.d,M,C,False
01.123.13.a,M,C,False
01.123.13.b,M,C,False
01.123.13.c,M,C,False
01.123.13.d,M,C,False
01.124.01.a,M,C,False
01.124.01.b,M,C,False
01.124.01.c,M,C,False
01.124.01.d,M,C,False
01.124.02.a,MR,C,False
01.124.02.b,MR,C,False
01.124.02.c,MR,C,False
01.124.02.d,M,C,False
01.124.03.a,MR,C,False
01.124.03.b,M,C,False
01.124.03.c,M,C,False
01.124.03.d,M,C,False
01.124.04.a,M,C,False
01.124.04.b,M,C,False
01.124.04.c,M,C,False
01.124.04.d,M,C,False
01.124.05.a,M,C,False
01.124.05.b,M,C,False
01.124.05.c,M,C,False
01.124.05.d,M,C,False
01.124.06.a,M,C,False
01.124.06.b,M,C,False
01.124.06.c,M,C,False
01.124.06.d,M,C,False
01.124.07.a,M,C,False
01.124.07.b,M,C,False
01.124.07.c,M,C,False
01.124.07.d,M,C,False
01.124.08.a,M,C,False
01.124.08.b,M,C,False
01.124.08.c,M,C,False
01.124.08.d,M,C,False
01.124.09.a,M,C,False
01.124.09.b,M,C,False
01.124.09.c,M,C,False
01.124.09.d,M,C,False
01.124.10.a,M,C,False
01.124.10.b,M,C,False
01.124.10.c,M,C,False
01.124.10.d,M,C,False
01.124.11.a,M,C,False
01.124.11.b,M,C,False
01.124.11.c,M,C,False
01.124.11.d,M,C,False
01.124.12.a,M,C,False
01.124.12.b,M,C,False
01.124.12.c,M,C,False
01.124.12.d,M,C,False
01.124.13.a,M,C,False
01.124.13.b,M,C,False
01.124.13.c,M,C,False
01.124.13.d,M,C,False
01.125.01.a,M,C,False
01.125.01.b,M,C,False
01.125.01.c,M,C,False
01.125.01.d,M,C,False
01.125.02.a,M,C,False
01.125.02.b,M,C,False
01.125.02.c,M,C,False
01.125.02.d,M,C,False
01.125.03.a,M,C,False
01.125.03.b,M,C,False
01.125.03.c,M,C,False
01.125.03.d,M,C,False
01.125.04.a,M,C,False
01.125.04.b,M,C,False
01.125.04.c,M,C,False
01.125.04.d,M,C,False
01.125.05.a,M,C,False
01.125.05.b,M,C,False
01.125.05.c,M,C,False
01.125.05.d,M,C,False
01.125.06.a,M,C,False
01.125.06.b,M,C,False
01.125.06.c,M,C,False
01.125.06.d,M,C,False
01.125.07.a,M,C,False
01.125.07.b,M,C,False
01.125.07.c,M,C,False
01.125.07.d,M,C,False
01.126.01.a,M,C,False
01.126.01.b,M,C,False
01.126.01.c,M,C,False
01.126.01.d,M,C,False
01.126.02.a,M,C,False
01.126.02.b,M,C,False
01.126.02.c,M,C,False
01.126.02.d,M,C,False
01.126.03.a,M,C,False
01.126.03.b,M,C,False
01.126.03.c,M,C,False
01.126.03.d,M,C,False
01.126.04.a,M,C,False
01.126.04.b,M,C,False
01.126.04.c,M,C,False
01.126.04.d,M,C,False
01.126.05.a,M,C,False
01.126.05.b,M,C,False
01.126.05.c,M,C,False
01.126.05.d,M,C,False
01.126.06.a,DE2,P,True
01.126.06.b,DE2,P,True
01.126.06.c,DE2,P,True
01.126.06.d,DE2,P,True
01.126.07.a,DE2,P,True
01.126.07.b,DE2,P,True
01.126.07.c,DE2,P,True
01.126.07.d,DE2,P,True
01.127.01.a,MU,A,False
01.127.01.b,MU,A,False
01.127.01.c,MU,A,False
01.127.01.d,MU,A,False
01.127.01.e,MU,A,False
01.127.01.f,MU,A,False
01.127.01.g,MU,A,False
01.127.02.a,MU,A,False
01.127.02.b,MU,A,False
01.127.02.c,MU,A,False
01.127.02.d,MU,A,False
01.127.02.e,MU,A,False
01.127.02.f,MU,A,False
01.127.02.g,MU,A,False
01.127.03.a,MU,A,False
01.127.03.b,MU,A,False
01.127.03.c,MU,A,False
01.127.03.d,MU,A,False
01.127.03.e,MU,A,False
01.127.03.f,MU,A,False
01.127.03.g,MU,A,False
01.127.04.a,MU,A,False
01.127.04.b,MU,A,False
01.127.04.c,MU,A,False
01.127.04.d,MU,A,False
01.127.04.e,MU,A,False
01.127.04.f,MU,A,False
01.127.04.g,MU,A,False
01.127.05.a,MU,A,False
01.127.05.b,MU,A,False
01.127.05.c,MU,A,False
01.127.05.d,MU,A,False
01.127.05.e,MU,A,False
01.127.05.f,MU,A,False
01.127.05.g,MU,A,False
01.127.06.a,MU,A,False
01.127.06.b,MU,A,False
01.127.06.c,MU,A,False
01.127.06.d,MU,A,False
01.127.06.e,MU,A,False
01.127.06.f,MU,A,False
01.127.06.g,MU,A,False
01.127.06.h,MU,A,False
01.127.07.a,MU,A,False
01.127.07.b,MU,A,False
01.127.07.c,MU,A,False
01.127.07.d,MU,A,False
01.127.07.e,MU,A,False
01.127.07.f,MU,A,False
01.127.07.g,MU,A,False
01.127.08.a,MU,A,False
01.127.08.b,MU,A,False
01.127.08.c,MU,A,False
01.127.08.d,MU,A,False
01.127.08.e,MU,A,False
01.127.08.f,MU,A,False
01.127.08.g,MU,A,False
01.127.09.a,MU,A,False
01.127.09.b,MU,A,False
01.127.09.c,MU,A,False
01.127.09.d,MU,A,False
01.127.09.e,MU,A,False
01.127.09.f,MU,A,False
01.127.09.g,MU,A,False
01.127.10.a,MU,A,False
01.127.10.b,MU,A,False
01.127.10.c,MU,A,False
01.127.10.d,MU,A,False
01.127.10.e,MU,A,False
01.127.10.f,MU,A,False
01.127.10.g,MU,A,False
01.127.11.a,MU,A,False
01.127.11.b,MU,A,False
01.127.11.c,MU,A,False
01.127.11.d,MU,A,False
01.127.11.e,MU,A,False
01.127.11.f,MU,A,False
01.127.11.g,MU,A,False
01.128.01.a,M,S,True
01.128.01.b,M,S,True
01.128.01.c,M,S,True
01.128.01.d,M,S,True
01.128.01.e,M,S,True
01.128.01.f,MS,S,True
01.128.01.g,M,S,True
01.128.02.a,M,S,True
01.128.02.b,M,S,True
01.128.02.c,M,S,True
01.128.02.d,M,S,True
01.128.02.e,M,S,True
01.128.02.f,M,S,True
01.128.02.g,M,S,True
01.128.03.a,M,S,True
01.128.03.b,M,S,True
01.128.03.c,M,S,True
01.128.03.d,M,S,True
01.128.03.e,M,S,True
01.128.03.f,M,S,True
01.128.03.g,M,S,True
01.128.04.a,M,S,True
01.128.04.b,M,S,True
01.128.04.c,M,S,True
01.128.04.d,M,S,True
01.128.04.e,M,S,True
01.128.04.f,M,S,True
01.128.04.g,M,S,True
01.128.05.a,M,S,True
01.128.05.b,M,S,True
01.128.05.c,M,S,True
01.128.05.d,M,S,True
01.128.05.e,M,S,True
01.128.05.f,M,S,True
01.128.05.g,M,S,True
01.128.06.a,M,S,True
01.128.06.b,M,S,True
01.128.06.c,M,S,True
01.128.06.d,M,S,True
01.128.06.e,M,S,True
01.128.06.f,M,S,True
01.128.06.g,M,S,True
01.128.07.a,M,S,True
01.128.07.b,M,S,True
01.128.07.c,M,S,True
01.128.07.d,M,S,True
01.128.07.e,M,S,True
01.128.07.f,M,S,True
01.128.07.g,M,S,True
01.128.08.a,M,S,True
01.128.08.b,M,S,True
01.128.08.c,M,S,True
01.128.08.d,M,S,True
01.128.08.e,M,S,True
01.128.08.f,M,S,True
01.128.08.g,M,S,True
01.129.01.a,M,A,False
01.129.01.b,MU,A,False
01.129.01.c,MU,A,False
01.129.01.d,MU,A,False
01.129.01.e,MU,A,False
01.129.01.f,MU,A,False
01.129.01.g,MU,A,False
01.129.02.a,MU,A,False
01.129.02.b,MU,A,False
01.129.02.c,MU,A,False
01.129.02.d,MU,A,False
01.129.02.e,MU,A,False
01.129.02.f,MU,A,False
01.129.02.g,MU,A,False
01.129.03.a,MU,A,False
01.129.03.b,MU,A,False
01.129.03.c,MU,A,False
01.129.03.d,MU,A,False
01.129.03.e,MU,A,False
01.129.03.f,MU,A,False
01.129.03.g,MU,A,False
01.129.04.a,MU,A,False
01.129.04.b,MU,A,False
01.129.04.c,MU,A,False
01.129.04.d,MU,A,False
01.129.04.e,MU,A,False
01.129.04.f,MU,A,False
01.129.04.g,MU,A,False
01.129.05.a,MU,A,False
01.129.05.b,MU,A,False
01.129.05.c,MU,A,False
01.129.05.d,MU,A,False
01.129.05.e,MU,A,False
01.129.05.f,MU,A,False
01.129.05.g,MU,A,False
01.129.06.a,MU,A,False
01.129.06.b,MU,A,False
01.129.06.c,MU,A,False
01.129.06.d,MU,A,False
01.129.06.e,MU,A,False
01.129.06.f,MU,A,False
01.129.06.g,MU,A,False
01.129.07.a,MU,A,False
01.129.07.b,MU,A,False
01.129.07.c,MU,A,False
01.129.07.d,MU,A,False
01.129.07.e,MU,A,False
01.129.07.f,MU,A,False
01.129.07.g,MU,A,False
01.129.08.a,MU,A,False
01.129.08.b,MU,A,False
01.129.08.c,MU,A,False
01.129.08.d,MU,A,False
01.129.08.e,MU,A,False
01.129.08.f,MU,A,False
01.129.08.g,MU,A,False
01.129.09.a,MU,A,False
01.129.09.b,MU,A,False
01.129.09.c,MU,A,False
01.129.09.d,MU,A,False
01.129.09.e,MU,A,False
01.129.09.f,MU,A,False
01.129.09.g,MU,A,False
01.129.10.a,MU,A,False
01.129.10.b,MU,A,False
01.129.10.c,MU,A,False
01.129.10.d,MU,A,False
01.129.10.e,MU,A,False
01.129.10.f,MU,A,False
01.129.10.g,MU,A,False
01.129.11.a,MU,A,False
01.129.11.b,MU,A,False
01.129.11.c,MU,A,False
01.129.11.d,MU,A,False
01.129.11.e,MU,A,False
01.129.11.f,MU,A,False
01.129.11.g,MU,A,False
01.130.01.a,M,S,True
01.130.01.b,M,S,True
01.130.01.c,M,S,True
01.130.01.d,M,S,True
01.130.01.e,M,S,True
01.130.01.f,M,S,True
01.130.01.g,M,S,True
01.130.02.a,M,S,True
01.130.02.b,M,S,True
01.130.02.c,M,S,True
01.130.02.d,M,S,True
01.130.02.e,M,S,True
01.130.02.f,M,S,True
01.130.02.g,M,S,True
01.130.03.a,M,S,True
01.130.03.b,M,S,True
01.130.03.c,M,S,True
01.130.03.d,M,S,True
01.130.03.e,M,S,True
01.130.03.f,M,S,True
01.130.03.g,M,S,True
01.130.04.a,M,S,True
01.130.04.b,M,S,True
01.130.04.c,M,S,True
01.130.04.d,M,S,True
01.130.04.e,M,S,True
01.130.04.f,M,S,True
01.130.04.g,M,S,True
01.130.05.a,M,S,True
01.130.05.b,M,S,True
01.130.05.c,M,S,True
01.130.05.d,M,S,True
01.130.05.e,M,S,True
01.130.05.f,M,S,True
01.130.05.g,M,S,True
01.130.06.a,M,S,True
01.130.06.b,M,S,True
01.130.06.c,M,S,True
01.130.06.d,M,S,True
01.130.06.e,M,S,True
01.130.06.f,M,S,True
01.130.06.g,M,S,True
01.130.07.a,M,S,True
01.130.07.b,M,S,True
01.130.07.c,M,S,True
01.130.07.d,M,S,True
01.130.07.e,M,S,True
01.130.07.f,M,S,True
01.130.07.g,M,S,True
01.130.08.a,M,S,True
01.130.08.b,M,S,True
01.130.08.c,M,S,True
01.130.08.d,M,S,True
01.130.08.e,M,S,True
01.130.08.f,M,S,True
01.130.08.g,M,S,True
01.130.09.a,M,S,True
01.130.09.b,M,S,True
01.130.09.c,M,S,True
01.130.09.d,M,S,True
01.130.09.e,M,S,True
01.130.09.f,M,S,True
01.130.09.g,M,S,True
01.130.10.a,M,S,True
01.130.10.b,M,S,True
01.130.10.c,M,S,True
01.130.10.d,M,S,True
01.131.01.a,M,S,True
01.131.01.b,M,S,True
01.131.01.c,M,S,True
01.131.01.d,M,S,True
01.131.01.e,M,S,True
01.131.01.f,M,S,True
01.131.01.g,M,S,True
01.131.02.a,M,S,True
01.131.02.b,M,S,True
01.131.02.c,M,S,True
01.131.02.d,M,S,True
01.131.02.e,M,S,True
01.131.02.f,M,S,True
01.131.02.g,M,S,True
01.131.03.a,M,S,True
01.131.03.b,M,S,True
01.131.03.c,M,S,True
01.131.03.d,M,S,True
01.131.03.e,M,S,True
01.131.03.f,M,S,True
01.131.03.g,M,S,True
01.131.04.a,M,S,True
01.131.04.b,M,S,True
01.131.04.c,M,S,True
01.131.04.d,M,S,True
01.131.04.e,M,S,True
01.131.04.f,M,S,True
01.131.04.g,M,S,True
01.131.05.a,M,S,True
01.131.05.b,M,S,True
01.131.05.c,M,S,True
01.131.05.d,M,S,True
01.131.05.e,M,S,True
01.131.05.f,M,S,True
01.131.05.g,M,S,True
01.131.06.a,M,S,True
01.131.06.b,M,S,True
01.131.06.c,M,S,True
01.131.06.d,M,S,True
01.131.06.e,M,S,True
01.131.06.f,M,S,True
01.131.06.g,M,S,True
01.131.07.a,M,S,True
01.131.07.b,M,S,True
01.131.07.c,M,S,True
01.131.07.d,M,S,True
01.131.07.e,M,S,True
01.131.07.f,M,S,True
01.131.07.g,M,S,True
01.132.01.a,M,S,True
01.132.01.b,M,S,True
01.132.01.c,M,S,True
01.132.01.d,M,S,True
01.132.01.e,M,S,True
01.132.01.f,M,S,True
01.132.01.g,M,S,True
01.132.02.a,M,S,True
01.132.02.b,M,S,True
01.132.02.c,M,S,True
01.132.02.d,M,S,True
01.132.02.e,M,S,True
01.132.02.f,M,S,True
01.132.02.g,M,S,True
01.132.03.a,M,S,True
01.132.03.b,M,S,True
01.132.03.c,M,S,True
01.132.03.d,M,S,True
01.132.03.e,M,S,True
01.132.03.f,M,S,True
01.132.03.g,M,S,True
01.132.04.a,M,S,True
01.132.04.b,M,S,True
01.132.04.c,M,S,True
01.132.04.d,M,S,True
01.132.04.e,M,S,True
01.132.04.f,M,S,True
01.132.04.g,M,S,True
01.132.05.a,M,S,True
01.132.05.b,M,S,True
01.132.05.c,M,S,True
01.132.05.d,M,S,True
01.132.05.e,M,S,True
01.132.05.f,M,S,True
01.132.05.g,M,S,True
01.132.06.a,M,S,True
01.132.06.b,M,S,True
01.132.06.c,M,S,True
01.132.06.d,M,S,True
01.132.06.e,M,S,True
01.132.06.f,M,S,True
01.132.06.g,M,S,True
01.133.01.a,P,P,False
01.133.01.b,P,P,False
01.133.01.c,P,P,False
01.133.01.d,P,P,False
01.133.02.a,PE2,P,False
01.133.02.b,PE2,P,False
01.133.02.c,PE2,P,False
01.133.02.d,PE2,P,False
01.133.03.a,PE2,P,False
01.133.03.b,PE2,P,False
01.133.03.c,PE2,P,False
01.133.03.d,PE2,P,False
01.133.04.a,PE2,P,False
01.133.04.b,PE2,P,False
01.133.04.c,PE2,P,False
01.133.04.d,PE2,P,False
01.133.05.a,P,P,False
01.133.05.b,P,P,False
01.133.05.c,P,P,False
01.133.06.a,MU,A,False
01.133.06.b,MU,A,False
01.133.06.c,MU,A,False
01.133.06.d,MU,A,False
01.133.06.e,MU,A,False
01.133.06.f,MU,A,False
01.133.06.g,MU,A,False
01.133.07.a,M,A,False
01.133.07.b,M,A,False
01.133.07.c,M,A,False
01.133.07.d,M,A,False
01.133.07.e,M,A,False
01.133.07.f,M,A,False
01.133.07.g,M,A,False
01.134.01.a,M,A,False
01.134.01.b,M,A,False
01.134.01.c,M,A,False
01.134.01.d,M,A,False
01.134.01.e,M,A,False
01.134.01.f,M,A,False
01.134.01.g,M,A,False
01.134.02.a,M,A,False
01.134.02.b,M,A,False
01.134.02.c,M,A,False
01.134.02.d,M,A,False
01.134.02.e,M,A,False
01.134.02.f,M,A,False
01.134.02.g,M,A,False
01.134.03.a,M,A,False
01.134.03.b,M,A,False
01.134.03.c,M,A,False
01.134.03.d,M,A,False
01.134.03.e,M,A,False
01.134.03.f,M,A,False
01.134.03.g,M,A,False
01.134.04.a,M,A,False
01.134.04.b,M,A,False
01.134.04.c,M,A,False
01.134.04.d,M,A,False
01.134.04.e,M,A,False
01.134.04.f,M,A,False
01.134.04.g,M,A,False
